sample_id,encounter_probability
000543f069f2648e,0.6104122144588925
000854e3e9ad895c,0.43158539574273846
00160995093baccf,0.45834923322208104
00187cc812301f49,0.010419475261138383
0054a2b18e385c5f,0.33720223672773775
008c6f1f93bb89ae,0.17632346137123234
009268a298771e25,0.30153656113241023
00a662d1128e87e5,0.256063154631479
00b71a879de323cf,0.3589674359618988
010375504ce57767,0.2903290571948984
0125b0525c24aeac,0.4088125697424132
01260e8b1b930962,0.3830223964226438
0175d9df9bdc7bf4,0.20483008282271492
01a55595f748bbb2,0.3408146997858812
01acbaa545c8f532,0.156477613832961
01bc02f34ba6aa54,0.44256039292871496
01bcd0e4c30ed4d0,0.20875487826570188
01bd564bad66a54d,0.10466686918230382
01c88227d4e8e4cc,0.18677404159033478
01d09f0b5f97cd96,0.6346796503369814
01e45145fd664b3b,0.39947245069038184
01ece00bfef322b1,0.38150449509710715
0209ffb2fa43fd86,0.28329185170810944
0229f0a0185dd442,0.45778954283553897
0257a35b9743f95c,0.5376570163901387
025925bc3b3cc67d,0.5983697753932593
029aa2f029632867,0.4247141793501641
02a2b5e3f9ebcd7e,0.3086853709296501
02b268147c8e51cf,0.5800139793976088
02e824b5992acd52,0.41355876379397694
02fd8e0a4d88dafc,0.4697096800800922
03452aa8fd56e0a4,0.49599894419025037
03499834d6cca28d,0.20285518618440668
0352e678e17022aa,0.39072242115430134
036aca1ca96cf1b3,0.49796390418818914
037cf8812649a12f,0.45302332770329357
038be92051a62e4d,0.2500419465075892
0395bf9cdbc5fbfa,0.623840838413978
0396e7744f944bca,0.03458206670561582
03aae0372950fea5,0.31106631990143774
03b2dabed1ab14a8,0.49320938975005035
03fb97d0a925728a,0.4610322309782557
04556df0b75d7e98,0.5205283100744299
046cc0656a6a8a7b,0.357050366246918
047700062f07d148,0.10387512022325751
0497d7b38e2eebac,0.6874594321079638
0498af81a12c3995,0.1970207362516243
04d435a97b41a7f1,0.5159001830051884
04d979619632951c,0.25398157020384393
04fdfea274b68eb8,0.6921004090701794
050a09d8be78d9ae,0.39234729797679185
0510abf59c235c20,0.5070209118851065
0511a104fa2ee873,0.07203204252082406
0515b5c2b04fc906,0.04609615877108024
05252dc68ea3a5af,0.6546278143388553
052c685d846ee21b,0.07972788659966623
0536b4298e06bd1c,0.6719035554251344
05440d525afd98ca,0.40877974502941283
0545602ba3a44c8f,0.4515894898024453
054a4e3dd9ab56fe,0.6133204859063217
054bfbeb89ce13c2,0.19062059055484185
05de25d28baa544e,0.38563868322581485
05f21635d3ef543c,0.16672722571073453
0611b3d5b4359406,0.46257597075374374
0620d25d4e65e197,0.2839690446356522
064b2e5765980554,0.4201519407171457
069cea1eb84b2a12,0.3520473657575328
06cf252a8d74cae5,0.2635712489560988
070388e78ca855ae,0.6641388683121047
0745fb67d9a9a331,0.29707330477934757
0746305cc0c6cfc9,0.45633740341740703
074ae49121a2b831,0.36033761144204746
0754b87d635ae4e9,0.5420156194395506
0755552ec53ba94d,0.35987620737302095
075bc3b472054e3c,0.5134150924775316
07685dea965433c4,0.560431795138254
077bf2d9a72652ee,0.15413593802944658
078c408f11d0ff82,0.03329497694058457
078fc0ac1d97d8bc,0.04483043442922728
07c3a0bddb02c427,0.542389866833151
08367a1cd4abbecc,0.24961438425262372
08400fcb9b03fbd3,0.3390249633479445
0857bfe3902c2d36,0.2857032833594223
08bf2627d6221b54,0.333578431294346
08d2e75f3e1c5143,0.3390291193596551
08df39ed5de49c33,0.12246683163829802
0900007988332021,0.048959738020746414
0906f9df0be2376e,0.45566840757237204
09168e05d1bd2c7f,0.3405306419898352
0922464b9629458b,0.4312423706797912
09275c0610776b48,0.5762956703322022
093bd69f06a53ca0,0.19897465716145346
0952ef0e212a14d5,0.6713972473513359
0965012c95a555ad,0.5459081843116858
09a10f0b01ff99e1,0.15238699322464339
09a7b8beaea32c96,0.3758448840260766
09e93ce27d71edf9,0.4377576774843797
0a3a7b68ec919351,0.14365996522399482
0a3b342d38e43987,0.2965957920176279
0a4616a58b9ce3ca,0.21853875915155024
0a7c5e53ed5d4d37,0.360529457581241
0abced56700686a1,0.5760177054932749
0b50ada5752ffb02,0.5009344515954579
0bb02601bbb390fd,0.07220379348527137
0bce34ac42ff4d80,0.24057483821860698
0bd612b1d0bec810,0.4207188543522376
0c338856b46d508e,0.3107649491257459
0c623073bf33092a,0.27026407086420867
0c93a4487ee94168,0.2343754949729514
0cccafd491343345,0.035061263938068445
0cdb7b0f56102878,0.5438446536873163
0ceddba50e2e7370,0.3312436070547998
0d1c6e67c2c9dacc,0.4843893084224096
0d27b03e3fcd256d,0.2754038494559957
0d6660a494eef4ff,0.1921723473681253
0d9ff52c285efb47,0.35833632698925066
0dd3b1124c0b79c0,0.02571422277193584
0dfc3a41fb916bdd,0.30812550462965316
0dff947dae0d1edc,0.061709138037468
0e0ab048f0a9bddd,0.6015616138820744
0e6351e2d0c4afa2,0.4817476515223542
0e8a45fbfdee19dc,0.08278738750914244
0ec64ad4ab77e7a8,0.5638852141726476
0ee58a634319e022,0.4829544752723127
0f0216956619a5a3,0.10791848951286992
0f0783431086c065,0.26224953753054275
0f22e95d6fcdf711,0.3343341842354731
0f9dd0ab88a47a30,0.1959887280536987
0fcb666a580983e2,0.11978862534311868
10253bdee55f5fdb,0.33205958448811984
10707fea40ac3090,0.4168101610372885
10960833c75a8206,0.329237166159717
10a9fe9a3e9a8925,0.432887144977214
10ed8791075ac8b4,0.3507351110800655
110595f2d93eac43,0.6479685782681304
114db52f763650cc,0.46213345764165037
1178a659e4298697,0.384360110310096
117e24baca830009,0.4266418920296958
1191bb49e65b4dce,0.2959420548902649
11afc1602951f9bc,0.7446496127555124
11b4c868d3cb443c,0.061303574985168335
121a3c399eeb5912,0.35156414396405267
122e913cb5c12ddd,0.23761578484290785
1233177c0a7f3ca4,0.5336265114176552
124aca2414946666,0.03550456649526061
125c265829218bd6,0.31315134359941676
1287e3b06f2b7b58,0.34745813259489094
12892a2a843d0a36,0.4424593554525586
12e3634ca24d8528,0.5693471637974443
131e1b96a62d2a5f,0.43668399755998727
13414367b18eab62,0.4556100773523647
1385c694c8a09795,0.05891595884320493
138f5e5f4fd287a1,0.5494113960670097
13a14b41c768058d,0.2854594451791409
140b66d408d68690,0.26254451260603595
1419a4d4f4d4ba78,0.4383559746841984
