sample_id,encounter_probability
000543f069f2648e,0.5182806463619777
000854e3e9ad895c,0.32548172271264764
00160995093baccf,0.3070662880503683
00187cc812301f49,0.04139403352657531
0054a2b18e385c5f,0.30494270099582926
008c6f1f93bb89ae,0.1659137968011315
009268a298771e25,0.25941407428767144
00a662d1128e87e5,0.19573390487957926
00b71a879de323cf,0.3336580434293822
010375504ce57767,0.22492371736043074
0125b0525c24aeac,0.293796704050732
01260e8b1b930962,0.28322313591650017
0175d9df9bdc7bf4,0.1903678980268514
01a55595f748bbb2,0.26811589482716924
01acbaa545c8f532,0.14070486845207142
01bc02f34ba6aa54,0.3966104889690273
01bcd0e4c30ed4d0,0.23599719480311193
01bd564bad66a54d,0.07698768506191495
01c88227d4e8e4cc,0.1436348571301721
01d09f0b5f97cd96,0.4900355102447089
01e45145fd664b3b,0.3046759494503387
01ece00bfef322b1,0.32100804010619377
0209ffb2fa43fd86,0.1240367237380731
0229f0a0185dd442,0.3322771162202448
0257a35b9743f95c,0.4323070256354462
025925bc3b3cc67d,0.47808392830245916
029aa2f029632867,0.2782998313789769
02a2b5e3f9ebcd7e,0.29144294227630607
02b268147c8e51cf,0.500162357323409
02e824b5992acd52,0.32988632760125297
02fd8e0a4d88dafc,0.36269438055273673
03452aa8fd56e0a4,0.35619876316135696
03499834d6cca28d,0.13318108881262225
0352e678e17022aa,0.25588313834140664
036aca1ca96cf1b3,0.385504123508588
037cf8812649a12f,0.4488803507796112
038be92051a62e4d,0.21356630796178175
0395bf9cdbc5fbfa,0.46877352904293806
0396e7744f944bca,0.08897648028015981
03aae0372950fea5,0.18307150017448437
03b2dabed1ab14a8,0.40521239959701827
03fb97d0a925728a,0.41311761252131396
04556df0b75d7e98,0.36327631803950405
046cc0656a6a8a7b,0.2594234369128158
047700062f07d148,0.08935548472721278
0497d7b38e2eebac,0.495619797372858
0498af81a12c3995,0.1774188386410383
04d435a97b41a7f1,0.4565336539651329
04d979619632951c,0.19364156224605655
04fdfea274b68eb8,0.49729143093604067
050a09d8be78d9ae,0.35590301482211145
0510abf59c235c20,0.30620669341289475
0511a104fa2ee873,0.08262336430380818
0515b5c2b04fc906,0.09190895201042652
05252dc68ea3a5af,0.43784410360214576
052c685d846ee21b,0.0960221877022562
0536b4298e06bd1c,0.48868449876549835
05440d525afd98ca,0.3658187906019691
0545602ba3a44c8f,0.31689523049760215
054a4e3dd9ab56fe,0.3852514075552051
054bfbeb89ce13c2,0.12290115163548117
05de25d28baa544e,0.3044935190823742
05f21635d3ef543c,0.19737676932950254
0611b3d5b4359406,0.45212452885051724
0620d25d4e65e197,0.23771121081592334
064b2e5765980554,0.255440383240354
069cea1eb84b2a12,0.32330550367085553
06cf252a8d74cae5,0.25219483972522017
070388e78ca855ae,0.4960461178540602
0745fb67d9a9a331,0.23689031755311551
0746305cc0c6cfc9,0.4390146303747623
074ae49121a2b831,0.3164232676529144
0754b87d635ae4e9,0.4112870212901042
0755552ec53ba94d,0.30210464364683615
075bc3b472054e3c,0.2881009264295081
07685dea965433c4,0.4229242067178812
077bf2d9a72652ee,0.13179950975055407
078c408f11d0ff82,0.05015778126134623
078fc0ac1d97d8bc,0.08612105362441594
07c3a0bddb02c427,0.4449471111424651
08367a1cd4abbecc,0.11778841332369652
08400fcb9b03fbd3,0.191010307911909
0857bfe3902c2d36,0.23493795763823877
08bf2627d6221b54,0.27147848055695434
08d2e75f3e1c5143,0.2491165526767439
08df39ed5de49c33,0.15837583890894977
0900007988332021,0.07202198503562367
0906f9df0be2376e,0.4056030471477443
09168e05d1bd2c7f,0.25248666675801373
0922464b9629458b,0.2597031755046743
09275c0610776b48,0.4835844814627106
093bd69f06a53ca0,0.07914984435316574
0952ef0e212a14d5,0.5014092264610868
0965012c95a555ad,0.4572001909021401
09a10f0b01ff99e1,0.18027867209007153
09a7b8beaea32c96,0.35643345194783266
09e93ce27d71edf9,0.346938209963662
0a3a7b68ec919351,0.1006152084048631
0a3b342d38e43987,0.22079838365548146
0a4616a58b9ce3ca,0.1893351496017387
0a7c5e53ed5d4d37,0.3022082402261489
0abced56700686a1,0.3684211746613815
0b50ada5752ffb02,0.35636227620090116
0bb02601bbb390fd,0.12281268576859908
0bce34ac42ff4d80,0.1506026913571978
0bd612b1d0bec810,0.34008422007825434
0c338856b46d508e,0.2231159836416998
0c623073bf33092a,0.1825758237821315
0c93a4487ee94168,0.17510134308838785
0cccafd491343345,0.05543457793710365
0cdb7b0f56102878,0.4250014110441706
0ceddba50e2e7370,0.19874252027009037
0d1c6e67c2c9dacc,0.4162465646550888
0d27b03e3fcd256d,0.2460732722657928
0d6660a494eef4ff,0.1422614241251529
0d9ff52c285efb47,0.29573073324221877
0dd3b1124c0b79c0,0.04158206852135335
0dfc3a41fb916bdd,0.20892985606026127
0dff947dae0d1edc,0.06018580554263474
0e0ab048f0a9bddd,0.43828817634078976
0e6351e2d0c4afa2,0.39537544976220407
0e8a45fbfdee19dc,0.09816288524505583
0ec64ad4ab77e7a8,0.40498229691655213
0ee58a634319e022,0.3116134535514896
0f0216956619a5a3,0.08309942694969288
0f0783431086c065,0.18453044346860392
0f22e95d6fcdf711,0.21089366561740708
0f9dd0ab88a47a30,0.22524066781848762
0fcb666a580983e2,0.1187836362899354
10253bdee55f5fdb,0.3031898183628501
10707fea40ac3090,0.27502696425222944
10960833c75a8206,0.33439003133284917
10a9fe9a3e9a8925,0.3650033885438856
10ed8791075ac8b4,0.3426819369478997
110595f2d93eac43,0.4659917930448649
114db52f763650cc,0.2822525750510197
1178a659e4298697,0.36913210177596106
117e24baca830009,0.3346427927342473
1191bb49e65b4dce,0.16657534534455437
11afc1602951f9bc,0.5050558199207192
11b4c868d3cb443c,0.04760351432698859
121a3c399eeb5912,0.20828988751697453
122e913cb5c12ddd,0.1613572432177451
1233177c0a7f3ca4,0.3991664824354966
124aca2414946666,0.04231280901238217
125c265829218bd6,0.12848732511029762
1287e3b06f2b7b58,0.2729955101540731
12892a2a843d0a36,0.32562753444502873
12e3634ca24d8528,0.4967307978657474
131e1b96a62d2a5f,0.23584132634652016
13414367b18eab62,0.4219949769645087
1385c694c8a09795,0.08433210797130795
138f5e5f4fd287a1,0.448262105483922
13a14b41c768058d,0.26150885145446895
140b66d408d68690,0.11062346484028893
1419a4d4f4d4ba78,0.24132247155354503
142c2093f8741c74,0.34388813499771487
143856971bbcde84,0.044650416902483586
143f4ed61d3e1e14,0.4910363519051114
1458aaac2ebed955,0.47518753796407676
146ddf1ace251514,0.33063350271573916
147eb4c9c59e462b,0.4895201035944723
14c695a883b89dde,0.42339548866076615
154e4f224d2c44e4,0.2356478430297061
1560e07e8610228d,0.1977575656429548
157a9a4ac40f88af,0.06527342188211874
159b32a97d8c9dc8,0.1352631094165914
15a2d8ca4e601b1a,0.4627942560202811
15b29b4692d1310c,0.2690572666334858
15b3d761fd60b9f1,0.291952703288043
15c90dcb6f969b74,0.24145175062062546
15c90e8a7a5e3cf8,0.34829950540546145
15e4e908f86ae74f,0.30144903012068314
15e6fb2ab3afdad0,0.3629339267790378
15f10b1f5e9246a1,0.38849574215225013
15fa18785b7ee412,0.215467007346692
160faaee2b1bf219,0.22190272281881593
1625eb7255d609bc,0.557624073939174
164c154056c7cc5e,0.40817828102624637
165b4324f09e01df,0.434817860505423
16b404d77117ece8,0.36921618642553145
16cff654ab5d9018,0.45899176736417235
16d07f8091223e5b,0.19741642633895082
16f1183587859b48,0.4327900444632166
1726d03e8f212e02,0.248304227501694
174b8537ee79fa43,0.3166115553518428
